"subject" "activity_label" "dom" "body_gravity" "acc_gyro" "jerk" "mag" "direction" "stat" "value"
13 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0412872577807018
14 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.04500967927
15 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0438507492018868
16 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0424982241410256
17 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0404518753974359
18 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0406573412739726
19 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0422918533780822
20 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0432152397506849
21 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0404300756516854
22 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0420998733444444
23 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0416774165735294
24 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0431738608
25 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0418294632148649
26 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0409011992972973
27 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0417471753375
28 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0431364662518987
29 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0405110578461538
30 "STANDING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0437759700423729
1 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0398428709463158
2 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0538299449067797
3 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0387874651724138
4 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0393474489133333
5 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0449559531089286
6 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0362308971842105
7 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0447766029745614
8 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0314880905541667
9 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0356283427038462
10 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0519204981037736
11 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0514172549559322
12 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.049852604592
13 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0319849271912281
14 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0438969529084746
15 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0552536572125926
16 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0433876843176471
17 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0379251328622951
18 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0433771125875
19 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0307128442115385
20 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0514175758627451
21 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0515650260576923
22 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0321910702173913
23 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0516704755661017
24 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0502895008551724
25 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0398986518064865
26 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0456538283033898
27 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0476974404561403
28 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0515394449611111
29 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0479898124113208
30 "WALKING" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0617028868769231
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0439902783367347
2 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0421470257531915
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0391567930959184
4 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0348434913444444
5 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0708296588478723
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0768089915604167
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0381904275744681
8 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0534969692794737
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0597608334619048
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0489378053157895
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0520272987304348
12 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0609177195869565
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0669414080765958
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0740589810844444
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0495415503071429
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0567686629753191
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0381702367441304
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0509120258890909
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0394612603358974
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0577371504488889
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.07359521674
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0355171408083333
23 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0352891614740741
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0291766311418182
25 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0415203345874138
26 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.037268109685
27 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0642023574227273
28 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0570410865136957
29 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0671482305364583
30 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0496807640258064
1 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0421485884509434
2 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0424053708458333
3 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0400372510491525
4 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0390508828865385
5 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0559895777393617
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0457705354509804
7 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0482219105196078
8 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.027919577097561
9 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0302797452408163
10 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0372348522521277
11 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0719834687944444
12 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0335406569057692
13 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0453051954036364
14 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0207749732407407
15 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0365419164020833
16 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0296211298558824
17 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0414496328508333
18 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0527472610827586
19 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0346288461475
20 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0189816250372549
21 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0132022768074468
22 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0381312609738095
23 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0523943787039216
24 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0317350582050847
25 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0281452998369231
26 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0386244096705455
27 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0509235220237255
28 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0492552129156863
29 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0511035119816327
30 "WALKING_UPSTAIRS" "Time" "Body" "Gyro" "Jerk" "-" "Y" "Mean" -0.0141113353615385
1 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.39661461049
2 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.290924214239583
3 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.375680234970161
4 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.383087343456389
5 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.422348426665385
6 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.388293492223684
7 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.360749828646154
8 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.375916863493148
9 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.38390585984
10 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.323485985302586
11 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.373770485917544
12 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.3916254004
13 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.444911578409677
14 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.448269041044118
15 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.44440923287875
16 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.421950438032857
17 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.440979687240845
18 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.332165683692308
19 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.345809093218795
20 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.349747055766176
21 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.468391655890056
22 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.369674907826389
23 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.339549277798611
24 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.366982811968056
25 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.423877089541096
26 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.305154591282895
27 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.313639023722973
28 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.363903576493125
29 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.327343263637681
30 "LAYING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.3700261189
1 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.3601775095
2 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.437048748325
3 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.435062983384615
4 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.46984473859
5 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.452874018594318
6 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.426976292627
7 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.503220710739583
8 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.449693909021739
9 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.5119751086273
10 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.370500317300255
11 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.364692661990566
12 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.488621282127451
13 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.400765484989796
14 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.489960991783333
15 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.406086938794068
16 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.413995904942029
17 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.395463987083594
18 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.405768479851754
19 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.484956624262329
20 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.469429296098485
21 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.421437434385294
22 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.523277285967742
23 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.429148530411765
24 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.434864411198382
25 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.433298792382538
26 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.446493888020776
27 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.426515378962857
28 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.47748252811875
29 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.382643858733333
30 "SITTING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.4367495335
1 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.370219256443396
2 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.429004348069444
3 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.465894378229508
4 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.484712849249554
5 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.471685660816071
6 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.460991254701754
7 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.468780789851887
8 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.41459073087037
9 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.470760725036667
10 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.438831267894432
11 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.347639769946809
12 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.433676871672951
13 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.445069987498246
14 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.469945900125
15 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.433038582707547
16 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.458741816415385
17 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.436323421053846
18 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.496707483616438
19 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.471221071359589
20 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.470182998844521
21 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.465531118306742
22 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.499940585264286
23 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.473711260722868
24 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.476178435666667
25 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.389331774089122
26 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.413851699296622
27 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.441444923661875
28 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.530414194077848
29 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.404785746610615
30 "STANDING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.483471611398644
1 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.140916799086105
2 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.192453424505932
3 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.1687602093725
4 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.354897367263083
5 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.232756058922321
6 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.156706561054386
7 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.0816066981681579
8 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.06334369471875
9 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.113511541822115
10 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.07660737805
11 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.287973577128136
12 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.12576117541
13 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.047345270354386
14 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.176447632047458
15 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.28042491248213
16 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.106690969962451
17 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.23808283775918
18 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.24244371785142
19 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.123718327019231
20 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0163996157352941
21 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.102581073906663
22 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.0256284680869565
23 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.101603506894915
24 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.158483105542241
25 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.339025305358108
26 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0495876509830508
27 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0319631232192982
28 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.184671759507407
29 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0797689161830189
30 "WALKING" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.196656083692308
1 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.0343741145583673
2 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0204614586747872
3 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.230526359384898
4 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.223422942296022
5 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.18955614665234
6 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.0143252877604167
7 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0283868988329787
8 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.191334123048684
9 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0730662414265476
10 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.0496694783328947
11 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.186155151972826
12 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0836439544380435
13 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0155639786361702
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.0911509790922222
15 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0395316302119048
16 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.00620009642148936
17 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.215707523054348
18 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.301741604027273
19 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.202307803641667
20 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0684561616744444
21 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.0276733980352222
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0698208014486111
23 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.229519923689815
24 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" 0.0137369954330909
25 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.354052679
26 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0698327788
27 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0434685167409091
28 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0530656610641304
29 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.110658237198854
30 "WALKING_DOWNSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.107593188849194
1 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.476732247830189
2 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.258795539259521
3 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.391695219911017
4 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.377596214623462
5 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.296367646362766
6 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.247017445465686
7 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.295595771366569
8 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.13240117527561
9 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.299957208112245
10 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.29558791356383
11 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.51914599037037
12 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.389029099924038
13 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.344981264309091
